City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Shieli,KZ,44.1667,66.75,65.19,43,97,7.76,overcast clouds
702,Deputatskiy,RU,69.3,139.9,18.95,92,29,1.57,scattered clouds
703,Adrar,MR,20.5022,-10.0711,99.14,21,91,6.87,overcast clouds
704,Pingdingshan,CN,33.7385,113.3012,69.69,84,58,13.4,broken clouds
705,Porto Novo,BJ,6.4965,2.6036,83.21,71,53,8.88,broken clouds
706,Yanam,IN,16.7333,82.2167,89.24,56,68,5.57,broken clouds
707,Moron,AR,-34.6534,-58.6198,57.94,75,88,4.9,overcast clouds
708,Alugan,PH,12.2188,125.4808,78.13,88,89,5.21,overcast clouds
709,Muromtsevo,RU,56.3724,75.2418,58.51,61,100,4.16,overcast clouds
710,Gao,ML,16.6362,1.637,107.2,9,20,5.35,few clouds
711,Voh,NC,-20.9667,164.7,70.93,88,6,3.98,clear sky
712,Sampit,ID,-2.5333,112.95,75.0,89,98,1.9,overcast clouds
